"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Aug 26 22:41:19 MSK 2024","Mon Aug 26 22:41:23 MSK 2024","4508","","Список товаров","","Добавление нового товара","","Добавление нового товара",""
